id,content,score,total_lex_score,label
3126,bagus,1,1,Positif
3127,"sangat bagus, sya kash 3 bintang dulu ya",3,1,Positif
3128,bagus ajaa,5,1,Positif
3129,eh bagus aja sih,4,1,Positif
3130,topppï¿½ï,5,0,Positif
3131,aku suka tapi banyak iklan nya,5,-1,Positif
3132,kenapa sekarang capcut jadi bayarr saya kasi bintang satu karena lebih bagus alight motion dari pada ini ... sedangkan kalo capcut sekarang mah bayarrr iya ga guysss ..kasi bintang 1 guyss,1,1,Positif
3133,"keterlaluan,hampir semua fitur premium/pro",1,-1,Negatif
3134,salah nyaaa sering buatt hp ak panas,5,0,Positif
3135,karna seru,5,1,Positif
3136,Capcut anda iklan terus kalau capcut saya tidak memiliki iklan lainnya,5,-2,Positif
3137,apk kikir,1,-1,Negatif
3138,saya kurang menyukai capcut tapi sebenarnya capcut itu emang bgus buat bikin JJ Roblox apa ngk JJ ff tapi masalnya kalau kamu ingin meng download atau update pasti lama ï¿½ï¿½,1,0,Negatif
3139,sangat bagus,5,1,Positif
3140,capcut nya bagus Dan menarik,3,1,Positif
3141,BANYAK BUG NYA,2,-1,Negatif
3142,apk kikirrrr,5,0,Positif
3143,kita bisa mambuat jj tiktok buat velocity an yang seru banget,5,1,Positif
3144,"min, tolonglah segera acc pengembalian dana, masa tiba tiba berlangganan sendiri, padahal engga pernah sebelumnya tolonglah duit pas pasnya buat bayar spp pas mau di tarik malah kesedot",1,-1,Negatif
3145,bagus cuman kurangi iklanya aja makasih,5,1,Positif
3146,"bagaimana cara membatalkan langganan yang gak sengaja ke pencet berlangganan?, udah buka di play store to dijagain langganan gak ada aplikasi yg berlangganan",1,0,Negatif
3147,"pakai capcut sekarang banyak banget bayar ini itu, mau edit vidio untuk tugas sekolah aja harus premium",1,-1,Negatif
3148,aku suka banget capcut,5,0,Positif
3149,aplikasi nya bagus,5,1,Positif
3150,aplikasi ini sangat bisa membantu untuk mengedit foto/video,5,1,Positif
3151,"singkat aj si, banyakin evaluasi buat aplikasi nya, bukan mlh tmbh parah kek iklan jud*l, keabnyakan BAYAR and harus STANDARï¿½ï",1,-2,Negatif
3152,"bagus banget buat bikin meme kucing,JJ nya juga keren keren",5,3,Positif
3153,enak untuk ngedit video terus ringan di hp kentang dan gak gampang eglak,5,1,Positif
3154,"Bnyak video porno berkedok template tolong lah pihak capcut atasi atau banned akunya permanen,yg pake capcut bukan dewasa doang,anak kecil juga ada",1,0,Negatif
3155,sekarang capcut sudah di salah gunakan dengan video yang tak senonoh jdi bntang 1,1,0,Negatif
3156,apk nya bagus suka dehh sma template nya,5,1,Positif
3157,bagus bikin jj,5,1,Positif
3158,apk sangat menyenangkan,1,0,Negatif
3159,aplikasi ini sangat berguna untuk nengungah video,5,0,Positif
3160,bagus sekali,5,1,Positif
3161,bagus ya bagus tapi banyak bgt iklan nya jadi aku kesel dari tadi,4,1,Positif
3162,ngeleg banget cok,2,0,Negatif
3163,baguss ngedit nya lancar,5,1,Positif
3164,bagus dan juga bisa membantu saya buat video,5,2,Positif
3165,banyak bet iklan nya njir,1,-1,Negatif
3166,"semakin lama efek semakin dijadikan pro. juga klo ga login trus bikin video, cc kehapus, pas di dwnld lgi video ny ilang. ga asik.",2,0,Negatif
3167,Assalamualaikum nama saya Alia saya suka banget aplikasih capcut ini karna bisa bikin aku bahagia,5,0,Positif
3168,sangat menarik,5,0,Positif
3169,baik tapi ada iklan ju*i nyaaa,3,-1,Negatif
3170,lumayan buat bikin video,4,0,Positif
3171,aku suka hasil editanya ï¿½ï,4,0,Positif
3172,aplikasi nya bagus,5,1,Positif
3173,saya sangat suka sekali,5,0,Positif
3174,b aja,2,0,Negatif
3175,bagus bangetï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,5,1,Positif
3176,caccut itu bagus buat saya Edit foto dan video,4,1,Positif
3177,bagus d,5,1,Positif
3178,CAPCUT SANGAT SEMPURNA,5,0,Positif
3179,maaf ya kk sya kurang suka banyak iklan jud*l nya :(,2,-1,Negatif
3180,aku suka sama pidoya,5,0,Positif
3181,paling ga suka karena iklan nya segudanggg,1,-1,Negatif
3182,sangat memuaskan,5,0,Positif
3183,lumayannn cumaa banyakk bgtt iklan nyaaa dann iklann nyaa ituuu kdngg agkk sesat gituuu tolongg lebihh bijaksana dalam membuat iklanï¿½,5,-2,Positif
3184,aku suka,1,0,Negatif
3185,capcut sebenernya bagus tapi tolong lah iklannya jangan ada iklan judol,1,0,Negatif
3186,banyak iklannya,1,0,Negatif
3187,saya sebenarnya tidak langganan tapi cap cut miskin tibaï¿½ï¿½ï¿½ï¿½ï¿½ï,1,0,Negatif
3188,mantap karana ada nya capcut ngedit Poto vidio jadi mudah,5,2,Positif
3189,karna gak bisa di download ih sebel,1,0,Negatif
3190,No koment,4,0,Positif
3191,bagusss bgttt!!!!!,5,0,Positif
3192,menyebalkan,1,0,Negatif
3193,banyak iklanya buruk sekali buat update tan sekarang,1,-1,Negatif
3194,bagus bgt bisa ngedit vidio,5,1,Positif
3195,"I had a very positive experience with CapCut Customer Support. The team was kind, patient, and very understanding throughout the process. They handled my concern professionally and resolved it in the best way possible. I truly appreciate the care and effort they gave to my case. This experience left a strong and positive impression on me. Thank you so much for your excellent supportï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï",5,0,Positif
3196,"Rendnering Lambat, Cepat ya bayar.",1,0,Negatif
3197,"cupcut ini jahat bgt awalnya ada bayar promo lalu otomatis perpanjang mana 2x lipat harganya setiap bulan kepotong saldo di dana,untung saya gak pakai banking",1,0,Negatif
3198,"makin kesini malah makin absurd , kebanyakan iklan makin burukï¿½ï",1,-2,Negatif
3199,jujur menurut saya ini aplikasinya bagus banget,5,1,Positif
3200,WAh aplikasi bagus bgt,5,1,Positif
3201,aplikasi terlalu banyak iklan jelek banget,4,-2,Positif
3202,saya sudah berhenti langanan tapi tetap masih ada penagihannya apk gak jelas,1,0,Negatif
3203,bagus,5,1,Positif
3204,"Makin update makin jelek, banyak iklan, awal mau masuk selalu layar putih terus jadi harus buka ulang, makin banyak template yang pro nggak kayak dulu",1,-2,Negatif
3205,Apk nya makin kikir atau pelit,1,-1,Negatif
3206,untuk kreatorr lumayann lah yaaa cuannnï¿½ï¿½ï¿,5,0,Positif
3207,"tidak bisa dipakai, disuruh unduh versi terbaru terus, padahal udah update yg terbaru",2,0,Negatif
3208,apk pelit masa semua harus berlangganan bangkrut baru nyaho,1,0,Negatif
3209,Ok yes,5,1,Positif
3210,Loading terus,1,0,Negatif
3211,tolong iklannya jangan iklan judol,1,-1,Negatif
3212,video cacat tidak dapat diperbaiki atau tidak tampil sama.sekali tapi kredit tetap berkurang dan tidak ada solusi,1,0,Negatif
3213,udah ga bisa gratis,1,0,Negatif
3214,menurut ku bagus tapi cuma al edit foto yang tidak sesuai ekspektasi aja,5,1,Positif
3215,aplikasi macam apa ini seenak jidat aja motong duit orang tanpa persetujuan.. yang gak enak ny lagi dia motong saldo kita tengah malam ï¿½ï,1,0,Negatif
3216,aplikasi TDK bisa di dowlond,5,0,Positif
3217,"aku baru bersihkan sampah,tiba"" gabisa padahal memo banyak bngt ini dri pl nya ap gmn ya aku mau kasih bintang 3 dlu ini menurut aku",3,0,Netral
3218,baguuuus aplikasinya saya suka...tanpa iklan d mengedukasi,5,-1,Positif
3219,menurut saya si ok la dn bagus untuk yang hp nya ga bisa main ff kroco bebas,5,2,Positif
3220,aplikasi keren banget,5,1,Positif
3221,bayarr truss,1,0,Negatif
3222,tidak bisa berhenti berlangganan,1,0,Negatif
3223,Tidak bisa di buka,1,0,Negatif
3224,"aplikasi membagongkan saya berlangganan tiap bulan, tapi setiap mau ambil audio selalu gagal haram jadah",1,0,Negatif
3225,bagus dan simple,5,1,Positif
3226,"lama lama apk ini bayar semua, walaupun emang bagus tapi ya.., pas saya mau ngedit video yang bagus cuma yang pro, kalau gak yg pro b aja editannya",3,2,Positif
3227,sangat menarik,5,0,Positif
3228,sangat pantastis,5,0,Positif
3229,makin lama makin kikir siapa pagi klo bukan capcut,1,-1,Negatif
3230,tidak bisa di donglott,1,0,Negatif
3231,sangat bagus dan cocok untuk edit JJ dan edit foto kita berdua perbaiki apa kurang di capcut,5,1,Positif
3232,jangan donglod GK bisa di buka,1,0,Negatif
3233,Aplikasi ini sangat bagus sekali untuk kita.,5,1,Positif
3234,bagus editan nyah,5,1,Positif
3235,CAPCUT BIKIN GW NGURAS DUIT DASAR CAPCUT GA BERGUNA,1,0,Negatif
3236,sekarang selalu nge-leg pdhl sinyal Wifi bagus bagus aja!!,1,2,Positif
3237,banyak iklan/jadi banyak yang berbayarr sedikit ngedit juga jadi susah apa apa harus VIP hergh mending pindah ke sebelah aja serba ada VIP cuman 1k cuman di ALIGHT MOTION,1,-1,Negatif
3238,"aplikasi kikir tidak tahu malu, yang dulu nya serba free sekarang harus bayar Semoga ada balasan yang setimpal padamu",1,-1,Negatif
3239,"tolong pihak Capcup,Kembalikan Dana saya, Saya tidak menyetujui Pembelian,sya",1,0,Negatif
3240,aplikasi nya berguna banget untuk konten kreator yang mau buat vidio nya menjadi lebih bagus dan menarik,5,1,Positif
3241,banyak iklan,1,-1,Negatif
3242,"jangan bug terus ya, udh bgus cuma klo lgi butuh tba tba lag",5,-2,Positif
3243,apl sangat memuaskan,5,0,Positif
3244,kerennn,5,0,Positif
3245,mantap,5,1,Positif
3246,"bagus"" aja cuma kebanyakan pro",3,1,Positif
3247,bagus,5,1,Positif
3248,"mengedit jd lebih gampang, thanks capcut",5,1,Positif
3249,bagus,5,1,Positif
3250,Capcut ï¿½ï,5,0,Positif
3251,saya sangat kecewa pas Saya buka capcut ada aja lewat yang ga harus di liat 18+ tolong di perbaiki soalnya tiba tiba ada video gitu,3,-1,Negatif
3252,"ini aplikasi apaan, udah berlangganan pro 1 tahun, mode pelacakan tidak fokus saat di expo? yang benerlah bikin aplikasi? udah sering update, malah gak becus ï¿½ï",1,0,Negatif
3253,capcut ini sangat baguss sekali,5,0,Positif
3254,"udh rame trs viral jd kikir, anj bgt",1,-1,Negatif
3255,"udah kikir, banyak yg upload konten porno lagi sekarang di apk ini, minimal hapus atau banned permanen perangkat yang upload konten tidak senonoh di apk ini, bukan nya jadi apk ngedit+template astetik, malah jadi apk porno, udah gua riport template begituan tapi masih ada yang begitu, ayo lah bro, ini apk buat bikin template sama makai template, bukan buat upload video bokep untuk di tonton orang orang, untuk developer yg tegas dong jangan sampai nanti nih apk jadi sarang porno",1,-1,Negatif
3256,mantap,5,1,Positif
3257,bagus banget,5,1,Positif
3258,alasannya namanya mirip cangcut akuhhh ï¿½ï¿½ï¿½ï¿½ï¿½ï,1,0,Negatif
3259,aplikasinya sangat bagus,5,1,Positif
3260,kerrrennn,5,0,Positif
3261,baik,5,0,Positif
3262,mantap,5,1,Positif
3263,"mines gvlog, pulsa gw di ambil cuman buat uji coba, perampokan, gw download capcut cuman buat pajangan doang, eh malah apknya maling pulsa gw, balikin, udh gw hapus apk capcut, apk g guna.",1,0,Negatif
3264,karena bisa mengedit video bagus,2,1,Positif
3265,capcut kebelet naik haji y?smuanya prasaan pro,1,0,Negatif
3266,aku suka capcut ini tapi tolongdong iklan nya kebanyakan,5,-1,Positif
3267,capcut sekarang beda gak asik yang dulu,1,0,Negatif
3268,sekarang capcut banyak standar dan harus bayar padahal dulu capcut gratis semua,4,0,Positif
3269,kecilin lagi dong gb nyah,1,0,Negatif
3270,gak bagus karena memori ya besar,1,1,Positif
3271,"cari sholawat yang kita suka ,selalu ngga ada ya, ngga lengkap gitu ya udahlah ngga apa""",4,0,Positif
3272,saya kasih bintang 5 karena saya kasihan ke editornya takutï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,5,1,Positif
3273,aku kasih bintang lima template2 ny baguss baguss semua,5,0,Positif
3274,CapCut babi emang,1,0,Negatif
3275,baguss bgttt,5,0,Positif
3276,asikk,5,0,Positif
3277,bagus,5,1,Positif
3278,ga mau ke download apk nya,1,0,Negatif
3279,bagus,5,1,Positif
3280,bagus buat ngedit vd,5,1,Positif
3281,APASII?! KENAPA PAS MASUKIN VIDEO YG MAU DI EDIT MALAH JADI KEPOTONG DAN TIDAK FULL VIDEO NYA?! INI BUG ATAU APAAN? DI PERBAIKI KEK MINIMAL,2,-1,Negatif
3282,Bagus banget sampai mamaku suka,5,1,Positif
3283,"burikkk, masa dikit"" bayar si ï¿½ï¿½ï¿",1,0,Negatif
3284,top,5,0,Positif
3285,"y,lah bgs",5,0,Positif
3286,bagus bgttt,5,1,Positif
3287,bagus,5,1,Positif
3288,karna bisa bikin edit,5,0,Positif
3289,bilang berlanganan 17rebu pas di bayar tbtb 80k sampah bat apk nya,1,0,Negatif
3290,bagusss bggtttttt sumpah trs klo kita LG galau atau LG jatuh cinta bisa ke capcut suka bgttt sama capcut satu ini trs aku paling suka bgt klo aku LG liat teman ku munafik klo di ketik langsung ada sukaaaaaa bgttttttttttttt,2,0,Negatif
3291,ok,4,1,Positif
3292,banyak iklan nya gska,2,-1,Negatif
3293,keren,5,1,Positif
3294,"katanya uji coba 7 hari gratis, tp knp kok saldonya tetep kepotong diawalï¿½ï¿½",3,0,Netral
3295,kurang bgs eee,1,0,Negatif
3296,saya sangat suka,5,0,Positif
3297,kenapa saldo saya terpotong sendiri saya ingin refund transaksi kemarin yang di 9 April dg nominal 16 ribu tolong kembalikan saya butuh duit itu capcut,1,0,Negatif
3298,seru,5,1,Positif
3299,tidak bisa diinstal,1,0,Negatif
3300,keren bgt,5,1,Positif
3301,gk tau pngen aja ksih bintng 5,5,0,Positif
3302,seru,5,1,Positif
3303,ýýýýbaguss,4,0,Positif
3304,lumayan,4,0,Positif
3305,wajib,3,0,Netral
3306,Terlalu banyak iklan,5,-1,Positif
3307,sangat bagus untuk mengedit foto atau video,5,1,Positif
3308,apk ini sangat mantappï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,5,0,Positif
3309,"aplikasi saya kenapa , di suruah download di toko resmi, padahal aplikasi sudah yang terbaru..sudah berkali kali hapus , di download ..masih tidah mau",1,0,Negatif
3310,THE BEST,5,0,Positif
3311,tiba tibaaa bangett kayak yg tadinya itu pro bisa di akses trs ini gmna ini jadinya apa saya bayar atau gimana saya daftar aja kagak,3,0,Netral
3312,coba dulu,5,0,Positif
3313,aplikasi kkontollll,1,0,Negatif
3314,aplikasi ini sangat bagus ï¿½ï,5,1,Positif
3315,bagus bangt jadiya,5,1,Positif
3316,bgus cuma emosi aj pas mengekspor ada iklan nya jdi kurang suka sma yy ituu tapi yglain ny bgus kok,4,-1,Positif
3317,bagussss,5,0,Positif
3318,aplikasi nya bagus sangat membantu,5,2,Positif
3319,capcut ini bagus banget lhooo,5,1,Positif
3320,bagus tapi di hp ku aga nge-lag,5,0,Positif
3321,apk yang menurun dulu sesuatu yang berbayar cuma dikit sekarang mau edit dikit bayar mau lalu iklannya kebanyakan yaudah itu aja aku harap apk capcut ini tidak terlalu kikirï¿½ï,2,-2,Negatif
3322,mengurass memorii! mb nyaa dii kuranginn dikittt minimm,1,0,Negatif
3323,TEMPATNYA GAK BISA GERAK!!!!,1,0,Negatif
3324,kebanyakan iklann,1,0,Negatif
3325,apk kikir,1,-1,Negatif
3326,plkkasi nya bagus buwan yang komen nya jelek tolong buwan yang komen kalo ga suka aplikasi Jagan di unduh aja,5,0,Positif
3327,mantap apeli kasinya,5,1,Positif
3328,cp sekarang kenapa berbayar coba kan gratis bisa apalagi sekarang suka ada iklan lah sedetik keluar masuk lagi iklan udah gitu berbayar lagi cp sekarang mending cp dulu apï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,2,-4,Negatif
3329,ini aplikasi kasi bagus,5,1,Positif
3330,"udahlah banyak bug nya, banyak pro nya lagi hadeh",1,-1,Negatif
3331,aplikasi ini sangat bagus cuma iklan nya yang terlalu banyak maaf kalau terlalu lancang ï¿½ï,5,0,Positif
3332,ok,5,1,Positif
3333,sangat bermanfaat baguss,5,0,Positif
3334,sangat cocok,5,0,Positif
3335,bagus dan enakk di pakaii,5,1,Positif
3336,sangat lah bagus,5,1,Positif
3337,aplikasi ini seru baget ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,5,1,Positif
3338,bagus banget minn,5,1,Positif
3339,"kebanyakan iklan, iklan gabisa di skip, durasi iklan juga lama, cuma mau ngunduh 1 vidio pendek saja harus nunggu iklan yang durasinya juga lumayan.",1,-4,Negatif
3340,"please, perbaiki apk nya setiap aku ngedit di capcut selalu saja patah patah belum lagi banyak iklan, banyak bug juga. Coba bayangin lagi ngedit terus ekspor lama banget sampai beberapa menit, padahal memori ku gak penuh terus gak makan ruang juga. apa lagi kalo iklan saya mohon kedepannya jangan terlalu kikir aku tidak puas sama sekaliï¿½ï¿½ï¿",1,-3,Negatif
3341,tapi ribet buat instal nya louding nya lama tapi bagus banget ko,5,1,Positif
3342,Karna tiktok aku sudah kehapus e malah gak bisa,5,0,Positif
3343,gabisa di buka monyet,1,0,Negatif
3344,"(:/ bagus,",5,1,Positif
3345,ga bisa donglod,1,0,Negatif
3346,"ih, semua fitur bayar, kikir bgt ih, capcut mau naik haji kah? jj aja sekarang banyak yang pro, iklan nya juga lama bgt",3,-2,Negatif
3347,"bagus tapi,bnyk ke pro besok kurangi deh",4,1,Positif
3348,capcut sangat seru karena saya bisa mendengar lagu lagu yang sangat seru maka saya mendownload capcut ini terimakasih ï¿½ï,5,2,Positif
3349,saya lepas mau bikin video kok kayak gk bisa ya soalnya lepas saya pencet tombol yang buat mau bikin video terus gk bisa lepas saya pencet gambar kan ada tombol tulisannya itu tambahkan lepas saya pencet kok gk bisa terus kayak ada tulisannya gitu saya lupa tulisan apa tapi gk bisaï¿½ï,4,0,Positif
3350,Photonya Indah mempesona,5,0,Positif
3351,seru bisa bikin jj,5,1,Positif
3352,Gamenya Bagus bgt Tapi dari Tiktok,5,1,Positif
3353,saya kasih B3 karena banyak iklan sama bnyak yang premium,3,-2,Negatif
3354,baik,5,0,Positif
3355,mudah dan praktis,5,1,Positif
3356,"capcut skrang super lemot,bnyak tombol yg dijadikan premium,tidak sesimple dlu lg",1,-2,Negatif
3357,jujur banyak ngeleg,1,0,Negatif
3358,mantap,5,1,Positif
3359,sebenarnya udah. bagus tapi kelur masuk ngelag tauu gak,5,1,Positif
3360,ini di edit dan banyak yang kita buat meskipun sudah tidak dapat wifi/data,5,0,Positif
3361,"anj banget ni app,gw udh berlangganan sebulan,pas gw ngedit gak sengaja mencet fitur langganan yang warna ungu,gak dikasih peringatan,gak bisa dibalikin,dan sekarang gw harus ngulang dari awal",1,0,Negatif
3362,kok CAPCUT makin lama banyak yang harus BAYAR SIH? Ngambil suara dari galeri aja BAYAR GIMANA SIH?,2,0,Negatif
3363,Capcut itu bagus banget dan gk bikin ngelu,5,1,Positif
3364,hai capcut saya udah update terbaru tolong munculkan fitur kolase yg ada diapk ini terima kasih,5,0,Positif
3365,bagusss,5,0,Positif
3366,ok ok,5,2,Positif
3367,terima kasih bintang lima,5,0,Positif
3368,kerja bagus,5,1,Positif
3369,APLIKASI KIKIR ENAK DULU DARI OADA CAPCUT SEKARANG KALAU PENGIN INSTAL PIKIR PIKIR DAHULU,1,-1,Negatif
3370,bagus banget deh,5,1,Positif
3371,kenapa saya kasih bintang karena untuk edit nya bagus dan sesuai yang aku ingin kan,5,1,Positif
3372,"apa apaan sih capcut ini,bagus sih tapi iklannya gak ngotak,harap di perbaiki",1,1,Positif
3373,serba diuangkan sekarang mah,1,0,Negatif
3374,masa skrng suruh byr cuh,2,0,Negatif
3375,"Jujur download nya susah,aku udah lama nunggu trs di proses download 82% malah ngulang lagi dan waktu udah 100% malah gk ke download",4,0,Positif
3376,bagus dan bisa edit semau saya jadi sya ksih bintang 5 ya,5,1,Positif
3377,mengambil dana tanpa konfirmasi senilai Rp.299.000,1,0,Negatif
3378,LUMAYAN BAGUS,4,1,Positif
3379,apk ini sangat bagus dan kadang kalau lagi tidak ada data atau habis data pun tetap bisa mengedit secara offline dan semua jj nya sangat bagus dan saya minta untuk di pertahankan ya sekian terima kasih,5,2,Positif
3380,SUKAKK BGT ï¿½ï¿½ï¿,5,0,Positif
3381,aku suka banget bisa ngedit buat apapun,5,0,Positif
3382,"masih satu star, gua lagi bikin video, pas mau ekspor, dibilang gua pake extract, padahal gua gak sama sekali pake extract. gila atau gimana tuh?",1,0,Negatif
