reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
22a8a7cf-fa7b-450d-82d9-da351f70128a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"capcup pro sudah merajalela,mari kita hapus biar dev nya tobat",1,0,18.7.0,2026-07-26 21:36:45,,,18.7.0
e5b55e17-2d4c-4a5b-a60a-33fa91bbf0d4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus dan keren,5,0,,2026-07-26 21:28:06,,,
d4aa76df-dbae-475c-89d6-e1a0185dd6e4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kalo mau buat edit foto atau ekspor vidio lamanya minta ampun 😏 cuihh,1,0,,2026-07-26 21:25:29,,,
c1af07b6-7ea8-4b74-9983-e7b839fd5f26,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,1,0,,2026-07-26 21:22:12,,,
1286bda4-8dbb-4f2f-95ec-55c2615cf9d5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu untuk tau lirik pinyin,5,0,,2026-07-26 21:21:43,,,
d6aa61ad-4d7a-4df3-b125-cf85f8d98251,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,katanya gratis rupanya bayar bagi aku prenium min kasih bintang 5 nanti,1,0,18.7.0,2026-07-26 21:18:01,,,18.7.0
4b7ccfa8-e34d-4032-a50d-0564268a842e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi apa ini pas impor nonton iklan ga pencet bahkan ga menggang hp pun malah di arahin ke ke play store terus balik lagi malah login capcut, ku lakuin terus tapi sama aja, tolong yah ini menggangu banget ga bisa impor video 😠",1,0,11.7.0,2026-07-26 21:11:28,,,11.7.0
18f09822-1749-43fa-91a8-e0c850d8e505,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat baik dan membanti,5,0,18.7.0,2026-07-26 21:03:23,,,18.7.0
2e5468d3-61ec-4314-9c6d-9f4c4918a381,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru,5,0,18.6.0,2026-07-26 20:55:18,,,18.6.0
b77e13f8-48df-4fbf-8dfc-8f7544d39cfc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,7.8.0,2026-07-26 20:46:29,,,7.8.0
96942d69-29f9-4208-85a5-e27b60958b05,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong ini kenapa di bagian remove background tidak ada quick brush, hanya ada brush, quick erase, dan erase.",2,0,,2026-07-26 20:40:13,,,
dc659cd7-99b3-4769-99e6-88c94fb902fc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya sangat suka aplikasi ini karena sangat membantu untuk saya,5,0,8.8.1,2026-07-26 20:39:39,,,8.8.1
a12c7bd7-e22a-45fc-a9c1-897df3762414,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apaan dah tiba tiba kalau di ekspor harus nonton iklan 4 kali, dulu engga kaya gitu, sekrang uda jelek banget ni apk😂",1,0,17.3.0,2026-07-26 20:38:42,,,17.3.0
b40b1feb-aa47-41b8-afe0-4851c65331de,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"makin ke sini capcut terasa makin berat, fiture sudah kebanyakan berbayar. awal mula pake ini aplikasi banyak gratis, makin lama banyak berbayar. dan sekarang saya udah berbayar pro, malah ada bug videonya diem aja. hp saya sendiri samsung s23 (ga tw hp dah mulai lemot, atau apknya terlalu banyak fiture ga penting)",1,0,,2026-07-26 20:35:38,,,
8e5d171c-4a4f-446c-86e3-241aba9cac36,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya sudah lama mengunakan aplikasi ini dan aplikasi nya bagus buat ngedit tapi harus berbayar juga tapi tetap saya kasi bintang 5,5,0,,2026-07-26 20:34:33,,,
89128775-b6f8-4952-9a68-7db6b2b7e9c6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"makin lama makin kikir banget ni capcut, pas itu pernah mau pakai template orang dan pada saat ekspor harus langganan minimal standar, apalah. terlebih lagi pas mau ngedit video dengan segala hal yang gratis, tapi ketika mau ekspor tidak bisa, harus langganan lagi. kalau kayak gini terus bisa bisa lu bakal bangkrut kalau orang yang F2P mau ngedit sini gak bisa",1,0,18.7.0,2026-07-26 20:27:02,,,18.7.0
11db6fa6-7d0a-4ed0-b94f-1b2f0dbb8d2f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini gw lag cokkk😭,1,0,,2026-07-26 20:23:39,,,
5f17e564-a89c-4b9d-bc5e-9d9c8bfe436f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baguss tapi agak lemot,4,0,,2026-07-26 20:22:53,,,
af44158f-7dfd-4ee5-a450-ef7c718b659b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mohon maaf kenapa rasanya susah untuk mengekspor templat sudah pakai wife/paket data, jaringan bagus tapi sama aj sudah di ekspor nya, tolong di perbaiki masalahnya jaringan saya bagus di buat main game lancar buka aplikasi lain juga lancar tapi entah kenapa saat ingin menggunakan template malah ngstak sampai pagi saya menunggu tapi Ndak bisa di pakai"" template nya padahal sudah pakai template lain tapi sama aja TOLONG DI PERBAIKI makasih",1,10,18.7.0,2026-07-26 20:20:18,,,18.7.0
853cb8a5-e724-4fae-b299-90a251849b60,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,cangcut biadab ribet banget sih segala pake akun orang tua mana ortu guwa udah Nene Nene mana ngerti akun,1,0,,2026-07-26 20:17:40,,,
63f9261a-f284-4852-9dfd-05fd6d1b7e52,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bguss bnget gila,5,0,,2026-07-26 20:16:06,,,
e2a5fb29-eaae-42d5-8ba1-14cf5cd48506,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,18.7.0,2026-07-26 20:14:33,,,18.7.0
db1dff15-a329-4135-bf07-b1c1890bcf53,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagussss,5,0,,2026-07-26 20:12:13,,,
8f48a494-b24d-497f-a7bf-297f28509f9b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagusss bangettt taukkkk... aku sebagai pengguna capcut aku suka membantu editan akuu... btw perkembang kan yaaakkk😘,5,0,18.8.0,2026-07-26 20:09:51,,,18.8.0
5207486e-93b0-4e4b-97e5-fed31d68088c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus dan keren tapi suka ada capcut standarnya gasuka jyujyur geuleuh,5,0,14.8.0,2026-07-26 20:07:25,,,14.8.0
b7d53f73-a6ca-4a6c-afbb-fed25c28082b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus danget,5,0,18.7.0,2026-07-26 20:04:23,,,18.7.0
8ab19bbe-2b88-4347-a874-53446fe7439a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Assalamualaikum tolong logo capcut yang hilang lebih upload tidak logo nya,1,0,,2026-07-26 19:59:26,,,
217c4bc4-47f1-4ea5-a38b-5d40fee27d02,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ga bisa di dounlot,1,0,,2026-07-26 19:54:45,,,
76be4451-34a6-4e71-99ca-849b112ca77c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"untuk developer tim capcut coba di buat versi lebih kecil lagi seperti cap cut lite misalnya... jangan terlalu berat yang ringan ringan saja terima kasih,,, bisa gak ya",4,0,18.8.0,2026-07-26 19:48:44,,,18.8.0
a85d113f-5c6b-43d3-9214-818a517cbb3f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ya lumayan bagus capcut tapi bisa ngasih jangan sekali-sekali update jadi keganggu mau edit ini harus buka update an capcut contohnya aja mau bayar aja ada harus update update-an Mulu 🙄🙄,4,0,16.9.0,2026-07-26 19:40:52,,,16.9.0
a4c4f154-c29c-4033-b075-d4378d286c1d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasinya bagus bisa buat ngedit video dan foto, tapi ada satu masalah ketika saya mau menambahkan teks di video malah ngebug gak muncul teks nya dan pas mau login lagi gak bisa login ke aplikasi capcut, coba tolong benerin lagi",4,0,18.7.0,2026-07-26 19:39:48,,,18.7.0
41941a80-97fd-4f9d-897e-778ce5419c72,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,𝘄𝗮𝗵𝗵 𝘁𝗲𝗺𝗽𝗹𝗮𝘁𝗲 𝗻𝘆𝗮 𝗴𝗮𝗰𝗼𝗿𝗿✨👾🌹𓂂ɞ̴̶̷ ₃ ɞ̴̶̷𓂂,5,0,18.7.0,2026-07-26 19:32:48,,,18.7.0
64f87d91-0b9d-465f-af53-6f62d9812df1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,18.5.0,2026-07-26 19:30:27,,,18.5.0
c6a36992-9631-4b9b-bb1c-162fb6df4b5e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,keren,5,0,16.3.0,2026-07-26 19:29:35,,,16.3.0
9705160b-a00b-45f5-ac81-29689564a52a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,5,0,,2026-07-26 19:29:27,,,
38c1f002-48b5-4aa9-936d-9e715bab9ec4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sebenarnya bagus tapi semenjak capcut rame malah dibikin versi berbayar,apalagi kalo ngedit,suara bayar,sama filter/efek, tapi nge jj juga sebagian ada yang mode berbayar,itu aja pendapat nya semoga bermanfaat : )",4,0,,2026-07-26 19:29:08,,,
6fd6e8c6-d709-46d8-99ce-de0c8fac30af,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,karena bagus,5,0,18.7.0,2026-07-26 19:28:48,,,18.7.0
aabbfa50-264d-45d8-8a4c-0629c9b8ae75,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apasi, mau ekspor aja harus liat iklan, TAPI HABIS LIAT IKLAN MALAH ILANG GA WARAS EMANG IKLANNYA, LU JUGA!!",1,0,18.7.0,2026-07-26 19:27:58,,,18.7.0
b636a1ba-6eb5-4ebf-b973-44f3ef9b4558,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus bgt tapi dolowdnya lama bgt,5,0,,2026-07-26 19:26:18,,,
449ecaf7-ada0-4c73-a4db-ae2fff991251,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,,2026-07-26 19:22:54,,,
6a589af2-e92a-4e99-9a2c-e11586616791,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru puat jj sama pacar🤪,5,0,,2026-07-26 19:18:54,,,
7e193985-7de6-4cb0-be32-3b1e332d0885,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tes dulu yah.,5,0,18.7.0,2026-07-26 19:18:35,,,18.7.0
36e37c8b-7ea5-4bec-87ff-a946538a87df,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bisa nyoba template gratis,5,0,,2026-07-26 19:02:28,,,
5bc56583-1e44-446f-bef2-f5af44163bc4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus hasil nya mantap 😁,5,0,,2026-07-26 18:59:36,,,
c4a770a2-2064-4557-b874-c47c170ecf54,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,terlalu banyak bug aku upload foto malah di kembalikan ke layar utama dan tidak bisa ekspor vidio tolong perbaiki,1,0,18.7.0,2026-07-26 18:54:33,,,18.7.0
25c0d1d8-5403-4a6f-953e-a2a8d61baf3e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi setres mi ambil aja uang aku padahal aku gak pernah setuju buat berlangganan kenapa uang malah diambil uang segitu gede tau aku susah payah jualan cari duit tp malah diambil gitu aja enak banget dasar maling aplikasi GK guna rampok,1,0,18.7.0,2026-07-26 18:54:13,,,18.7.0
859a9a6e-320d-4288-8ec3-43aa71bdcb55,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong ban template template berbau 4no,1,0,,2026-07-26 18:52:59,,,
397edf9b-560d-49e3-9540-96e258eba0f8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,capcut ini bagus bisa mengedit foto menjadi jedag jedug,5,0,18.7.0,2026-07-26 18:43:10,,,18.7.0
5e5d947e-07e2-4f47-b9aa-408865635d77,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,jujur gw tadi gabisa naro foto,3,0,14.6.0,2026-07-26 18:41:18,,,14.6.0
ad3cadfd-c372-4f81-bc65-c39850182453,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus sekali apk ini bisa edit atau template,5,0,,2026-07-26 18:36:41,,,
77a83ee6-9571-4dd6-b503-30bac3c848dc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,plis hilangin pro ya capcut,4,0,18.7.0,2026-07-26 18:35:25,,,18.7.0
3612d0e2-cd29-4835-a171-f2abdd909b27,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ya bagus aja gituu,5,0,6.1.0,2026-07-26 18:35:03,,,6.1.0
f7d7d0c7-12f2-49cd-970e-24434694f64b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ati2 dana anda auto kepotong kl klik langganan.trus lupa..,1,0,,2026-07-26 18:30:50,,,
7903fced-3ee7-4486-b739-b08aa7c2dad5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,wah aplikasi nya bagus bangat tapi di dondlot nya aga geram nya aku 🤭,4,0,,2026-07-26 18:30:45,,,
fb46fa61-f48d-4e49-91ce-313b31a0d06d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,makin ke sini makin ga ngerti sama capcut banyak berbayar nya astaga wkwk,1,0,16.2.0,2026-07-26 18:28:16,,,16.2.0
91d8e41f-65f3-43d8-bdd7-1e61fbe822ab,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,,2026-07-26 18:24:01,,,
f2c47e6f-8a56-4595-9627-2cff01d4f22d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sebenarnya sudah bagus apk nya tapi kadang error pas masuk ke apk malah bug, terus kalo lagi ekspor biasanya keluar dari apk nya sendiri",4,0,18.7.0,2026-07-26 18:22:08,,,18.7.0
d2ec2c31-23be-4f12-a538-18a4832f9033,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,alah aplikasi bosok pro semua,1,0,,2026-07-26 18:21:35,,,
072348aa-25d3-4e1c-a83c-fff9df2c3ff5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baguss!!! rekomen bgt buat ngeditt vidio,5,0,,2026-07-26 18:20:50,,,
2a6859e3-036e-42f9-8d0a-099bf2c8580d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat cocok untuk mengedit video,4,0,,2026-07-26 18:07:39,,,
02c8884a-1e4a-4a77-8ca3-f77b908959b2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,18.7.0,2026-07-26 18:03:40,,,18.7.0
5425a9c7-08a7-4c16-85cf-3a74c3ad26a7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kebanyakan iklan,2,0,18.7.0,2026-07-26 18:00:51,,,18.7.0
e111a5e3-1581-4dd2-badd-e4949eef95f2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kontoll,5,0,18.7.0,2026-07-26 17:58:53,,,18.7.0
